TAZ_id,Lat_centroid,Lng_centroid,Nb_nodes_in_Taz,Area_taz
488,34.204709084004,-118.527307987032,0,1315175.09401
489,34.175667860493,-118.524695682533,0,1160445.30972
490,34.167439141202,-118.522593616388,0,640592.3599
547,34.183583801722,-118.444345313039,0,549753.0933
548,34.19756496309,-118.44436241828,0,649555.13745
423,34.174484750582,-118.601340214119,0,759642.05717
424,34.18346847629,-118.601448220423,0,733640.7988
425,34.190717620794,-118.601810016542,0,516481.75325
426,34.211914821425,-118.601702075897,0,619647.75689
427,34.2176340227,-118.601695244744,0,357490.12941
549,34.206007378191,-118.444525276626,0,858927.26563
550,34.238613481096,-118.446434671966,0,545260.29861
704,34.260435566013,-118.418992862171,0,591912.48594
705,34.245478562796,-118.417793876957,0,1016221.22587
491,34.239539075482,-118.523752005132,0,1676594.61458
492,34.214660070851,-118.522963305016,0,1117660.27366
493,34.224807720215,-118.515126988939,0,1904545.94405
428,34.226962334403,-118.601220227182,0,1143633.23588
429,34.197391683761,-118.599330235691,0,966974.16127
494,34.214726320299,-118.514231046335,0,1128061.41703
211,34.113538299694,-118.855161487433,0,16718805.67945
368,34.565211048398,-118.124127434689,0,2574712.59917
243,34.452413263907,-118.538424510809,0,1193380.41519
969,34.088923989763,-118.327712156723,0,404073.45731
250,34.463884875647,-118.520668548318,0,2150375.93715
228,34.46556798226,-118.599307032526,0,11070878.40432
229,34.448687204469,-118.576808013505,0,12194488.76745
230,34.560982088527,-118.58722534878,0,227166691.65864
369,34.580208277431,-118.112520991236,0,1496394.90856
430,34.204657716296,-118.599350811689,0,966847.5982
212,34.144237796398,-118.818303842742,0,2368561.08097
213,34.123282460823,-118.801336773467,0,25679537.85644
231,34.4163695764,-118.5717188417,0,2357202.10199
254,34.423411979338,-118.49202355693,0,1369716.12046
214,34.160494073367,-118.780190744856,0,6852517.06659
215,34.15083568518,-118.780167409823,0,3586024.78238
216,34.107391816518,-118.74784373195,0,51039130.57186
217,34.154285426576,-118.727342241104,0,15484281.15427
218,34.115387199996,-118.683926105565,0,27755724.25626
306,34.711287172251,-118.157135458051,0,2641815.14907
219,34.160636385059,-118.672551823748,0,10446394.85402
232,34.402623423659,-118.563036341149,0,3244267.84668
957,34.02675878466,-118.331829961507,0,651532.50196
220,34.146366271231,-118.656975660629,0,7492424.82584
221,34.101647933348,-118.625125506922,0,52709653.99086
222,34.134044950793,-118.626829003325,0,8082252.12315
223,34.557655520351,-118.723336334723,0,157608892.03528
224,34.444086325109,-118.673041650794,0,46447047.11463
225,34.471877718041,-118.634858268901,0,15397124.4633
226,34.408922912661,-118.615906445269,0,37845900.55156
227,34.36253099912,-118.607784513193,0,68196616.71024
311,34.791963704127,-118.153443671279,0,15548105.81315
233,34.449351104408,-118.562875490212,0,2784107.35202
234,34.388043439329,-118.560030400399,0,2739221.91953
431,34.16345186597,-118.597691589341,0,2089733.47305
235,34.428399154861,-118.553788207688,0,5847201.37768
236,34.37157840847,-118.551123582341,0,2860144.72489
237,34.410555247863,-118.550360980144,0,2196289.67666
238,34.382642589751,-118.549097339303,0,1044579.32343
312,34.710969283545,-118.143204048899,0,1474553.09159
239,34.456117075452,-118.549682884891,0,2247577.93618
242,34.435425593466,-118.539168662415,0,1728039.9643
432,34.226172866399,-118.593871907854,0,1022654.00687
240,34.397102318595,-118.545360950623,0,1504659.32911
241,34.44627830769,-118.545754090173,0,1051775.33306
433,34.187289058495,-118.593064735548,0,1302282.26333
244,34.379351004859,-118.524732743816,0,3304871.04315
313,34.696440157444,-118.141976192386,0,1794874.63441
245,34.358876279261,-118.527099494394,0,12714670.81394
246,34.45591775053,-118.529491195526,0,957443.0196
247,34.47336457915,-118.528627273115,0,5784479.83337
248,34.44232929334,-118.527809608911,0,2076449.10458
249,34.403894368545,-118.520746947907,0,11353382.55178
314,34.68196881316,-118.140810058921,0,2092875.87187
251,34.382947871049,-118.511996827375,0,4261522.40881
315,34.659780091379,-118.138942089156,0,5175025.41666
252,34.430259142731,-118.514677225422,0,8262667.29455
253,34.450162498325,-118.516671107437,0,2869176.1201
533,34.243401200854,-118.46112196957,0,1817596.64073
255,34.40136836681,-118.485972769837,0,6371313.96018
256,34.43931629994,-118.487337521453,0,2741872.26618
257,34.41507721618,-118.489761831207,0,2589869.06502
258,34.430636197459,-118.484396386036,0,2245538.00008
267,34.41334116035,-118.450593087058,0,940923.73898
259,34.470161369888,-118.490488820427,0,10672443.79143
303,34.667544508681,-118.183474506025,0,5324709.29791
260,34.397056595995,-118.471229817968,0,3759145.74183
261,34.42154275714,-118.475857975394,0,1221825.39975
262,34.459158696448,-118.46426032177,0,12328098.93932
263,34.419310614724,-118.464047159092,0,2465905.88188
264,34.536133872023,-118.466088170787,0,99969718.30779
265,34.391877126096,-118.444948465542,0,18683481.94074
534,34.190288787792,-118.457450385183,0,1297216.08595
266,34.438805263044,-118.451181587486,0,9010443.74425
268,34.423646753855,-118.446967600741,0,1005656.94833
269,34.42214740587,-118.439893927905,0,1029928.92545
270,34.418053322115,-118.433341359429,0,1799652.11724
271,34.45901065798,-118.431296120329,0,3471663.12303
286,34.797354552788,-118.37870138038,0,46744336.15881
287,34.592722329173,-118.367130212273,0,62080026.52432
288,34.626760302414,-118.308795869698,0,72438860.69187
272,34.435608284,-118.42746419435,0,2959347.4915
289,34.732853937872,-118.307227683857,0,20559846.8835
304,34.682149852737,-118.174656764689,0,2652856.35405
273,34.477947175538,-118.430237838963,0,12579822.99478
295,34.696736711895,-118.227868022784,0,2603738.80528
439,34.233181737402,-118.582952131213,0,2204695.66006
274,34.44099115782,-118.410560213115,0,5525010.29576
275,34.516121574748,-118.404447004398,0,43590571.40521
296,34.68701950647,-118.216114391954,0,7808822.41429
276,34.409966935728,-118.404889059332,0,12090085.64265
277,34.462049710984,-118.389920205294,0,10763806.06965
278,34.453646049541,-118.356839475869,0,23828414.29646
279,34.728863614334,-118.823043831842,0,83138815.98605
280,34.796831174934,-118.726674722024,0,118294030.97973
281,34.73448675934,-118.576860785308,0,266379973.16087
282,34.662560618876,-118.621508533038,0,297408128.06465
305,34.696642417063,-118.174810793229,0,2681103.1979
283,34.796510300387,-118.509043078149,0,68527338.43367
284,34.667947856,-118.408756937447,0,47814908.52556
440,34.21625950689,-118.579904533362,0,1050245.57228
285,34.729197443116,-118.372417339162,0,96825454.23806
324,34.740839029881,-118.094985582578,0,15961636.47333
290,34.790973329204,-118.290436640977,0,41842272.45735
291,34.661284879039,-118.276592478702,0,23323402.85965
292,34.689300244861,-118.280349512159,0,25974854.05303
293,34.732984101825,-118.27221392026,0,20709362.57473
294,34.660221608695,-118.227505829336,0,5221463.77308
535,34.19750407475,-118.457442107327,0,1278576.13898
297,34.660434205336,-118.210105952082,0,5108928.04049
298,34.74765321193,-118.210718953089,0,25966776.38629
299,34.718539579792,-118.210417714663,0,26011188.42932
300,34.791174160422,-118.210794670691,0,52074343.20832
301,34.689438511001,-118.192650247551,0,5279367.90606
302,34.653041923365,-118.183242193896,0,5207989.59397
325,34.653275691798,-118.085547889474,0,7945213.44004
307,34.660286753295,-118.156673812289,0,5278176.96261
308,34.682099630397,-118.156756470449,0,2597450.72668
309,34.696681025325,-118.156931886241,0,2637071.03383
310,34.739399220669,-118.154754856979,0,10644225.39822
316,34.74142951281,-118.127990811394,0,13436764.08453
317,34.700476027579,-118.124437595029,0,1742060.37176
318,34.693202043935,-118.124106129104,0,1712308.67866
319,34.682334799152,-118.123108979675,0,3115907.72055
320,34.711445321609,-118.121067387047,0,5098131.20469
321,34.663289965736,-118.115405721429,0,7925147.54813
322,34.682292312926,-118.10359420453,0,2616064.52343
323,34.701760732928,-118.102296706493,0,3997812.71757
326,34.704336077791,-118.085966822071,0,5264235.69892
327,34.66426083491,-118.076756798183,0,2636842.92686
328,34.678864019288,-118.07679652131,0,7937360.3688
329,34.745548289906,-118.057953109002,0,18847677.74936
364,34.630596428878,-118.136568555121,0,6613461.79471
330,34.704564120954,-118.059140629875,0,10643727.99314
331,34.667995372103,-118.04999236925,0,7998507.31639
334,34.7266878631,-118.005451228107,0,53155941.30449
441,34.224408445139,-118.580403220955,0,1529292.78615
332,34.79292099257,-118.027691850894,0,130006269.53965
333,34.668107156464,-118.005331625433,0,31841515.16322
462,34.23808352526,-118.558807152523,0,1038019.52751
335,34.668222552384,-117.925319657604,0,39553685.32728
336,34.726871341314,-117.925249664944,0,66564708.01596
337,34.388763405168,-117.873605064717,0,175022267.64574
365,34.601416134225,-118.134301590155,0,7943926.65493
338,34.600969778452,-117.844237770582,0,62366597.81473
339,34.79322344303,-117.845355886383,0,84741995.90845
340,34.66202558478,-117.823278776362,0,57898549.06147
353,34.63827231102,-118.223041214362,0,3944074.46942
354,34.589104732461,-118.201607429242,0,18015610.11799
341,34.727000075213,-117.827325832342,0,79919040.6427
342,34.4634089419,-117.797603097438,0,53049945.94792
352,34.622641986158,-118.22155527071,0,4213187.18365
557,34.172654365815,-118.435621971172,0,1390862.02845
343,34.529749125228,-117.745392563415,0,104863675.61036
366,34.583490747092,-118.125619545017,0,1144229.23835
344,34.586558409054,-117.741965350831,0,77256666.60961
367,34.57615384481,-118.125442638208,0,1257922.41734
1082,34.042100086448,-118.287897182733,0,317359.2028
345,34.65006880775,-117.719478951738,0,86996052.43748
558,34.18355335222,-118.435576663362,0,555378.58922
346,34.756368212306,-117.720866008651,0,143866501.77916
347,34.434711867711,-117.705558169723,0,133956392.03057
348,34.52070106588,-118.313704046554,0,102350947.33203
349,34.40441708793,-118.307328434984,0,103481739.89672
350,34.580348206931,-118.246927270562,0,32213336.30322
351,34.464259087888,-118.229265766414,0,110097164.32888
470,34.19431559241,-118.548585586093,0,1328242.53364
355,34.61143056638,-118.194531263943,0,6099452.76278
356,34.634909889935,-118.196693428166,0,6053466.59451
357,34.524410885844,-118.194378828405,0,65154844.34511
358,34.594559870747,-118.175521389763,0,4078474.64684
359,34.618697210397,-118.16610193225,0,9013748.42805
360,34.638432764258,-118.165438211985,0,5277207.765
361,34.597265218233,-118.156124626556,0,3656757.95474
362,34.572203374746,-118.149724248128,0,9789607.75077
363,34.534387094821,-118.132929432835,0,29222742.29754
559,34.19756548028,-118.435622487276,0,648475.22703
370,34.56538122766,-118.104681187956,0,3206225.84919
371,34.580025077873,-118.100804785041,0,2002646.93296
372,34.545782783055,-118.09732512826,0,6707356.02351
373,34.423134271722,-118.082526101349,0,191974230.66457
374,34.565463130991,-118.085029490158,0,2629060.66329
560,34.204980581118,-118.433892050423,0,993502.14274
375,34.638604820145,-118.083958620921,0,12908768.57011
376,34.576480283072,-118.080697503525,0,1999460.33506
377,34.583809525008,-118.07635667186,0,2655628.83821
378,34.499928649846,-118.080464499785,0,36599756.19876
379,34.549877116993,-118.072314122068,0,4452250.43016
380,34.56555145798,-118.067219732741,0,2713897.26327
381,34.57044674235,-118.053737433463,0,3612567.01574
382,34.55040615986,-118.051908685299,0,2069634.91825
383,34.611058394658,-118.038071190474,0,85635350.68094
386,34.569137417948,-118.018750402882,0,5740052.20509
