TAZ_id,Lat_centroid,Lng_centroid,Nb_nodes_in_Taz,Area_taz
1076,33.92734013748604,-118.28705909501396,0,667032.40539
1077,33.93665915795551,-118.28710764284017,0,1051070.42531
1175,33.92830659554317,-118.35673848151812,0,835698.02168
1305,33.820398731823694,-118.30370157708191,0,1040284.11686
1155,33.9040749460234,-118.37412099269463,0,1753446.37203
1164,33.869606826725544,-118.36191668900811,0,1370097.12761
1157,33.88736118701386,-118.36997492519335,0,2582221.6437
1158,33.923438261209114,-118.36972504873361,0,2107789.31256
1391,33.856035531144215,-118.19318396622819,0,571249.0471
1160,33.87648198888237,-118.36562070215965,0,643952.63993
1161,33.90669271474576,-118.36573757535403,0,1791059.71855
1163,33.86222746157346,-118.36482718758094,0,1372839.28118
1165,33.934800104868984,-118.36385412031261,0,912022.51571
1170,33.89472827440029,-118.3575705319067,0,1480893.41477
1172,33.920405517010565,-118.35817356233018,0,821055.72738
1173,33.88019100403108,-118.35688570971175,0,1309156.80635
1174,33.909132245394176,-118.35687080565842,0,1325544.57406
1179,33.86629120917398,-118.34923026163683,0,1858907.85261
1182,33.93523240920673,-118.34985173087813,0,777079.64415
1185,33.881629713228364,-118.34824889650652,0,1004360.61311
1186,33.894886889351405,-118.34811611289265,0,1301446.64717
1187,33.90604503684859,-118.34815410741395,0,641906.32484
1188,33.913074245717624,-118.34811863649529,0,585488.08987
1189,33.920058096532756,-118.34814278423703,0,638341.0788
1190,33.92782203941609,-118.34837802189907,0,724005.21886
1196,33.89826321680117,-118.33954023757846,0,649855.40528
1197,33.86280671774252,-118.33185349208401,0,2423040.63013
1198,33.90555124505273,-118.33950716550056,0,644767.88122
1199,33.927270445751965,-118.34026513346129,0,531940.7834
1200,33.93434959062808,-118.33938849608457,0,624866.97739
1202,33.87667832168198,-118.33396113858629,0,1287928.71421
1377,33.82373643534557,-118.2022597163919,0,788896.83305
1204,33.88731732433053,-118.33573412499925,0,2593383.13214
1205,33.91433416085927,-118.33517684758314,0,1830517.7571
1206,33.92192881168178,-118.33465626115803,0,860496.66277
1207,33.86974173729632,-118.33259392393073,0,852143.82069
1209,33.89830107013961,-118.33084042652825,0,644617.2335
1210,33.90556277799885,-118.33084058609431,0,647021.21827
1211,33.934327948613664,-118.33064509301046,0,592121.53843
1214,33.92809215104577,-118.33075100694411,0,754199.19998
1216,33.88946133848531,-118.32235815965376,0,924247.09491
1217,33.934562701293856,-118.32207533164096,0,651435.74179
1220,33.879006250599886,-118.31954391880701,0,1641751.16649
1221,33.89866902565181,-118.32095604183372,0,795247.94705
1222,33.8673706210352,-118.31712332433557,0,1896955.87432
1223,33.910407251204404,-118.31924134109734,0,1946287.02053
1224,33.92343787243894,-118.31745482998123,0,2485019.58675
1225,33.89350707423666,-118.31342193661251,0,1128316.80275
1227,33.90784169585848,-118.30770864562875,0,1985852.64367
1228,33.884101455956745,-118.30615045696993,0,965773.86889
1238,33.87717959191147,-118.29523107295546,0,745971.0468
1229,33.876731288879455,-118.30672614836655,0,1135827.14663
1230,33.894513892083644,-118.30462901230011,0,1337675.00752
1231,33.935474998867335,-118.30464578946035,0,816782.76852
1232,33.86918114405716,-118.29995656072191,0,1357464.75169
1239,33.886789110017524,-118.29541685071497,0,889668.81323
1233,33.92367596036102,-118.30027804245401,0,2587865.21416
1236,33.893301486523924,-118.29647297690536,0,226888.73315
1237,33.901135621333786,-118.2956678082875,0,1150841.99619
1240,33.911717489478335,-118.29643921920766,0,811239.48195
1241,33.93546614105957,-118.29595637467523,0,809934.39466
1243,33.88869353913865,-118.28704596449862,0,1232173.17128
1244,33.86471595113113,-118.29309077515023,0,2179172.4786
1245,33.877149157461545,-118.28672004881828,0,816506.91195
1246,33.90245982292452,-118.28709681260095,0,1277963.18687
1247,33.912793349780905,-118.28692499367158,0,700857.75422
1248,33.920091155279096,-118.28682119383414,0,711032.91474
1265,33.82100578903191,-118.36753266902846,0,1746581.67734
1262,33.85305124610964,-118.37027605229709,0,1333998.84602
1263,33.844115603487325,-118.36975956532784,0,1282599.54233
1264,33.832256877075736,-118.36764886287767,0,1411285.85271
1266,33.842305368681544,-118.35960435622462,0,1238250.66866
1267,33.812645816241044,-118.35800348216208,0,1528776.10937
